sketch_id,sketch_name,slug,season,episode,sentence_index,sentence_text
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,10,And they both start running around the house as fast as they can and jumping over the couches.
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,11,"But when you try and jump in, they yell at you and they say, ""You're not part of the Turbo Team!"
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,12,Don't run!
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,13,You don't run with us!
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,14,We're the ones who run!
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,15,"Until you're part of this Turbo Team, walk... slowly!"""
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,16,"So you go and lay down to be by yourself and read your art books, but then the next day, you went into the bathroom, and it looked like the hole in your toilet had shrunk."
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,17,"""How could that be?"
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,18,"There's no way they could have shrunk the toilet."""
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,19,"But then you saw in the trash a receipt from Home Depot for a toilet the exact same size as yours, but with a joke hole that's just for farts!"
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,20,"They replaced your real toilet with a fart toilet, and now you can't take a dump in your house 'cause your toilet can't suck 'em down, and you feel sick to your stomach!"
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,21,Has that ever happened to you?!
2,Has This Ever Happened To You,has-this-ever-happened-to-you,1,1,22,"Call me right now, please."
3,Baby of the Year,baby-of-the-year,1,1,1,Look at their rolls.
3,Baby of the Year,baby-of-the-year,1,1,2,Look at their folds.
3,Baby of the Year,baby-of-the-year,1,1,3,Look at their rummy bummy tummies.
3,Baby of the Year,baby-of-the-year,1,1,4,Heads are round Bellies are squishy.
3,Baby of the Year,baby-of-the-year,1,1,5,Look at their toes.
3,Baby of the Year,baby-of-the-year,1,1,6,Like so many curled canned shrimp.
3,Baby of the Year,baby-of-the-year,1,1,7,Are they ticklish?
3,Baby of the Year,baby-of-the-year,1,1,8,Are they jigglish?
3,Baby of the Year,baby-of-the-year,1,1,9,Can they be tricked?
3,Baby of the Year,baby-of-the-year,1,1,10,Can they be chucked?
3,Baby of the Year,baby-of-the-year,1,1,11,Which ones will move?
3,Baby of the Year,baby-of-the-year,1,1,12,Which ones will talk?
3,Baby of the Year,baby-of-the-year,1,1,13,"But more important, which ones can dance?"
3,Baby of the Year,baby-of-the-year,1,1,14,Oh who will be Baby of the Year?
3,Baby of the Year,baby-of-the-year,1,1,15,Thank you.
3,Baby of the Year,baby-of-the-year,1,1,16,Welcome back.
3,Baby of the Year,baby-of-the-year,1,1,17,It's been a grueling three months but we've narrowed it down to three chubby little babies.
3,Baby of the Year,baby-of-the-year,1,1,18,"From Salisbury North Carolina, Michael Patrick Porkins."
3,Baby of the Year,baby-of-the-year,1,1,19,"From Luverne North Dakota, little Taffy Lee Fubbins."
3,Baby of the Year,baby-of-the-year,1,1,20,"And the bad boy of the competition, Bart Harley Jarvis."
3,Baby of the Year,baby-of-the-year,1,1,21,Fuck you Harley Jarvis!
3,Baby of the Year,baby-of-the-year,1,1,22,Fuck you Harley Jarvis!
3,Baby of the Year,baby-of-the-year,1,1,23,Get her out!
3,Baby of the Year,baby-of-the-year,1,1,24,Goddamn it!
3,Baby of the Year,baby-of-the-year,1,1,25,Judges do you need any more information to help with your decision?
3,Baby of the Year,baby-of-the-year,1,1,26,I have firmly made up my mind.
3,Baby of the Year,baby-of-the-year,1,1,27,I would like more information.
3,Baby of the Year,baby-of-the-year,1,1,28,I'm a wreck right now.
3,Baby of the Year,baby-of-the-year,1,1,29,I understand.
3,Baby of the Year,baby-of-the-year,1,1,30,This is a hard decision.
3,Baby of the Year,baby-of-the-year,1,1,31,Let's hear once again from the babies' pediatrician.
3,Baby of the Year,baby-of-the-year,1,1,32,Baby Porkins is 99th percentile in weight and 10th percentile in height.
3,Baby of the Year,baby-of-the-year,1,1,33,We got a certified chode on our hands.
3,Baby of the Year,baby-of-the-year,1,1,34,Little tuna can.
3,Baby of the Year,baby-of-the-year,1,1,35,Baby Fubbins is also 90th percentile in weight.
3,Baby of the Year,baby-of-the-year,1,1,36,Ooh!
3,Baby of the Year,baby-of-the-year,1,1,37,Another chode.
3,Baby of the Year,baby-of-the-year,1,1,38,Mr. Jarvis is one of the most aggressive babies I've ever met.
3,Baby of the Year,baby-of-the-year,1,1,39,He has a massive underbite and completely flat back of the head.
3,Baby of the Year,baby-of-the-year,1,1,40,I hope you fucking die Harley Jarvis!
3,Baby of the Year,baby-of-the-year,1,1,41,Get... him... out of here!
3,Baby of the Year,baby-of-the-year,1,1,42,I'm honestly done.
3,Baby of the Year,baby-of-the-year,1,1,43,I don't want to read anymore.
3,Baby of the Year,baby-of-the-year,1,1,44,Yeah.
3,Baby of the Year,baby-of-the-year,1,1,45,Don't let it ruin your day okay?
3,Baby of the Year,baby-of-the-year,1,1,46,You're still a great doctor.
3,Baby of the Year,baby-of-the-year,1,1,47,All right judges do you need more time?
3,Baby of the Year,baby-of-the-year,1,1,48,It's Porkins by a mile.
3,Baby of the Year,baby-of-the-year,1,1,49,The button nose the apple cheeks...
3,Baby of the Year,baby-of-the-year,1,1,50,He's the best baby.
3,Baby of the Year,baby-of-the-year,1,1,51,If Taffy Lee Fubbins isn't the Best Baby of the Year I'll kill myself on live TV.
3,Baby of the Year,baby-of-the-year,1,1,52,Stop saying that.
3,Baby of the Year,baby-of-the-year,1,1,53,All right that...
3,Baby of the Year,baby-of-the-year,1,1,54,That's it.
3,Baby of the Year,baby-of-the-year,1,1,55,I have to get this off my chest.
3,Baby of the Year,baby-of-the-year,1,1,56,"""Earlier today when I was waiting to use the private bathroom I witnessed Michael Patrick Porkins' father performing oral on the mystery judge of the competition."""
3,Baby of the Year,baby-of-the-year,1,1,57,"""I've been conflicted about whether to say anything because I feel like Michael Patrick Porkins could win it even without the oral."
3,Baby of the Year,baby-of-the-year,1,1,58,"His father didn't need to do the oral."""
3,Baby of the Year,baby-of-the-year,1,1,59,And that is why this is so tough... for me to tell about the oral.
3,Baby of the Year,baby-of-the-year,1,1,60,Oh man that's a bummer.
3,Baby of the Year,baby-of-the-year,1,1,61,Might fuck this whole thing up.
3,Baby of the Year,baby-of-the-year,1,1,62,While the judges make their decision let's watch our In Memoriam segment.
3,Baby of the Year,baby-of-the-year,1,1,63,Oh no.
3,Baby of the Year,baby-of-the-year,1,1,64,Calm down they're old ones.
3,Baby of the Year,baby-of-the-year,1,1,65,They don't stay babies forever idiot.
3,Baby of the Year,baby-of-the-year,1,1,66,Fucking stupid asshole.
3,Baby of the Year,baby-of-the-year,1,1,67,Little Denny Doo Dinkins respiratory failure.
3,Baby of the Year,baby-of-the-year,1,1,68,Shirley Cratsworth Shane car crash.
3,Baby of the Year,baby-of-the-year,1,1,69,In Memoriams don't usually include how they died.
3,Baby of the Year,baby-of-the-year,1,1,70,Shut up.
3,Baby of the Year,baby-of-the-year,1,1,71,Little Jeffy Jeremy throat slashed.
3,Baby of the Year,baby-of-the-year,1,1,72,God.
3,Baby of the Year,baby-of-the-year,1,1,73,Someone get her!
3,Baby of the Year,baby-of-the-year,1,1,74,She's trying to get Jarvis!
3,Baby of the Year,baby-of-the-year,1,1,75,All right you know what?
3,Baby of the Year,baby-of-the-year,1,1,76,This is dumb.
3,Baby of the Year,baby-of-the-year,1,1,77,Dump it.
3,Baby of the Year,baby-of-the-year,1,1,78,Trashit.
3,Baby of the Year,baby-of-the-year,1,1,79,This one's garbage.
3,Baby of the Year,baby-of-the-year,1,1,80,Tiny Dinky Daffy pancaked by drunk dump truck driver.
4,Instagram,instagram,1,1,1,Let me see it.
4,Instagram,instagram,1,1,2,Oh yeah
4,Instagram,instagram,1,1,3,that's good.
4,Instagram,instagram,1,1,4,That's great.
4,Instagram,instagram,1,1,5,Thank you.
4,Instagram,instagram,1,1,6,Thank you.
4,Instagram,instagram,1,1,7,Is it cute?
4,Instagram,instagram,1,1,8,Yeah so cute.
4,Instagram,instagram,1,1,9,Send it to me.
4,Instagram,instagram,1,1,10,Me too.
4,Instagram,instagram,1,1,11,Yeah okay.
4,Instagram,instagram,1,1,12,Sending now.
4,Instagram,instagram,1,1,13,Okay.
4,Instagram,instagram,1,1,14,Look what I just posted.
4,Instagram,instagram,1,1,15,"""Brunch with these two dumdums."""
4,Instagram,instagram,1,1,16,Oh my gosh so good.
4,Instagram,instagram,1,1,17,"Is this goodI said ""Sunday funday with these idiots."""
4,Instagram,instagram,1,1,18,Yeah that's good.
4,Instagram,instagram,1,1,19,That's great.
4,Instagram,instagram,1,1,20,So cute.
4,Instagram,instagram,1,1,21,So cute.
4,Instagram,instagram,1,1,22,Okay okay
4,Instagram,instagram,1,1,23,so cute.
4,Instagram,instagram,1,1,24,Look what I just posted.
4,Instagram,instagram,1,1,25,"""Eating crap with these sacks of shit."
4,Instagram,instagram,1,1,26,"If they died tomorrow no one would shed a tear."""
4,Instagram,instagram,1,1,27,So cute?
4,Instagram,instagram,1,1,28,Wait what the hell?
4,Instagram,instagram,1,1,29,Well you called me a dumdum
4,Instagram,instagram,1,1,30,and she called me an idiot so...
4,Instagram,instagram,1,1,31,Yeah when you post a pic of yourself where you look really cute then you have to say something self-deprecating so it doesn't look like you're just bragging.
4,Instagram,instagram,1,1,32,Oh!
4,Instagram,instagram,1,1,33,Okay... got it.
4,Instagram,instagram,1,1,34,Sorry.
4,Instagram,instagram,1,1,35,Yeah.
4,Instagram,instagram,1,1,36,All right this is good.
4,Instagram,instagram,1,1,37,Okay.
4,Instagram,instagram,1,1,38,"""Slapping down some pig shit with these fat fucks and I'm the fattest of them all."
4,Instagram,instagram,1,1,39,If I died tomorrow no one would shed a tear.
4,Instagram,instagram,1,1,40,Load my fricking lard carcass into the mud.
4,Instagram,instagram,1,1,41,"No coffin please just wet wet mud... bae."""
4,Instagram,instagram,1,1,42,Jesus Brenda...
4,Instagram,instagram,1,1,43,You called me a dumdum.
4,Instagram,instagram,1,1,44,Right it's like a term of endearment.
4,Instagram,instagram,1,1,45,Okay.
4,Instagram,instagram,1,1,46,All right.
4,Instagram,instagram,1,1,47,I got you.
4,Instagram,instagram,1,1,48,Okay.
4,Instagram,instagram,1,1,49,Okay.
4,Instagram,instagram,1,1,50,"""Gulping down some pig dicks with these bags of meat."
4,Instagram,instagram,1,1,51,Sunday funday with these pig dicks.
4,Instagram,instagram,1,1,52,"Hope nobody gulps us."""
4,Instagram,instagram,1,1,53,So are we the pig dicks or the bags of meat?
4,Instagram,instagram,1,1,54,Let me try another.
4,Instagram,instagram,1,1,55,"""Slurping down fish piss with these wet chodes."
4,Instagram,instagram,1,1,56,Total tuna cans.
4,Instagram,instagram,1,1,57,Put a bullet in their fucking brains and leave their wet bodies on the side of the road.
4,Instagram,instagram,1,1,58,"Boo caught me sleeping."""
4,Instagram,instagram,1,1,59,You're not sleeping.
4,Instagram,instagram,1,1,60,Okay let me try another one.
4,Instagram,instagram,1,1,61,Okay.
4,Instagram,instagram,1,1,62,"""Sitting here with two bona fide pieces of hog shit."""
4,Instagram,instagram,1,1,63,No. Basically the same thing.
4,Instagram,instagram,1,1,64,"""They're mad 'cause I won Best Hog at the hog shit snarfing contest but I'm not mad 'cause we're all loads of beef sitting on the side of a highway getting our butts sucked by flies."""
4,Instagram,instagram,1,1,65,I tagged you both in that.
4,Instagram,instagram,1,1,66,Why?
4,Instagram,instagram,1,1,67,Why are you guys bullying me?
5,Gift Receipt,gift-receipt,1,1,1,Maybe I'll go for this.
5,Gift Receipt,gift-receipt,1,1,2,That could be a good one.
5,Gift Receipt,gift-receipt,1,1,3,Is this you?
5,Gift Receipt,gift-receipt,1,1,4,Yeah.
5,Gift Receipt,gift-receipt,1,1,5,Oh my...
5,Gift Receipt,gift-receipt,1,1,6,This is perfect.
5,Gift Receipt,gift-receipt,1,1,7,Babe we were just talking about how we needed a new salt and pepper shaker set.
5,Gift Receipt,gift-receipt,1,1,8,Remember this?
5,Gift Receipt,gift-receipt,1,1,9,Thank you.
5,Gift Receipt,gift-receipt,1,1,10,This is incredible.
5,Gift Receipt,gift-receipt,1,1,11,I'm so glad you like it.
5,Gift Receipt,gift-receipt,1,1,12,There's a gift receipt in case you want to get something that's...
5,Gift Receipt,gift-receipt,1,1,13,Won't need it 'cause this is perfect.
5,Gift Receipt,gift-receipt,1,1,14,Thank you.
5,Gift Receipt,gift-receipt,1,1,15,Happy birthday.
5,Gift Receipt,gift-receipt,1,1,16,Thank you.
5,Gift Receipt,gift-receipt,1,1,17,That one's mine.
5,Gift Receipt,gift-receipt,1,1,18,I forgot to put my name on it.
5,Gift Receipt,gift-receipt,1,1,19,Cool all right.
5,Gift Receipt,gift-receipt,1,1,20,Cool.
5,Gift Receipt,gift-receipt,1,1,21,Yeah it's a wreath.
5,Gift Receipt,gift-receipt,1,1,22,The guy at the store said he has the same one.
5,Gift Receipt,gift-receipt,1,1,23,He said it works great.
5,Gift Receipt,gift-receipt,1,1,24,Thank you so much Lev.
5,Gift Receipt,gift-receipt,1,1,25,Yeah there's a gift receipt in there if you want to exchange it for something that's more you.
5,Gift Receipt,gift-receipt,1,1,26,Okay cool.
5,Gift Receipt,gift-receipt,1,1,27,Thanks.
5,Gift Receipt,gift-receipt,1,1,28,But you like it?
5,Gift Receipt,gift-receipt,1,1,29,I like it Lev.
5,Gift Receipt,gift-receipt,1,1,30,Great.
5,Gift Receipt,gift-receipt,1,1,31,Then give me back the receipt.
5,Gift Receipt,gift-receipt,1,1,32,What?
5,Gift Receipt,gift-receipt,1,1,33,Prove it.
5,Gift Receipt,gift-receipt,1,1,34,You said you like it.
5,Gift Receipt,gift-receipt,1,1,35,Give me back the gift receipt.
5,Gift Receipt,gift-receipt,1,1,36,You don't need it anymore.
5,Gift Receipt,gift-receipt,1,1,37,Lev he likes the gift.
5,Gift Receipt,gift-receipt,1,1,38,Then he doesn't need the gift receipt.
5,Gift Receipt,gift-receipt,1,1,39,I'm just gonna put all this stuff together in the same pile over here if that's cool?
5,Gift Receipt,gift-receipt,1,1,40,Okay.
5,Gift Receipt,gift-receipt,1,1,41,Ooh!
5,Gift Receipt,gift-receipt,1,1,42,I think I know who this is from.
5,Gift Receipt,gift-receipt,1,1,43,If you love it as much as you say you do and as much as you have been saying... then it shouldn't be a problem if I take the receipt back.
5,Gift Receipt,gift-receipt,1,1,44,Okay.
5,Gift Receipt,gift-receipt,1,1,45,Yeah.
5,Gift Receipt,gift-receipt,1,1,46,Here you go.
5,Gift Receipt,gift-receipt,1,1,47,Jesus.
5,Gift Receipt,gift-receipt,1,1,48,Glad you like it.
5,Gift Receipt,gift-receipt,1,1,49,Happy birthday.
5,Gift Receipt,gift-receipt,1,1,50,Thanks.
5,Gift Receipt,gift-receipt,1,1,51,Um let... Let me open...
5,Gift Receipt,gift-receipt,1,1,52,Who...?
5,Gift Receipt,gift-receipt,1,1,53,Oh that one's ours.
5,Gift Receipt,gift-receipt,1,1,54,All right.
5,Gift Receipt,gift-receipt,1,1,55,Are you seriousFirefighter pugs?
5,Gift Receipt,gift-receipt,1,1,56,Honey we got to put this up on our fridge.
5,Gift Receipt,gift-receipt,1,1,57,This is incredible!
5,Gift Receipt,gift-receipt,1,1,58,We just thought it was cute.
5,Gift Receipt,gift-receipt,1,1,59,And you'd be fine if I ate it?
5,Gift Receipt,gift-receipt,1,1,60,Huh?
5,Gift Receipt,gift-receipt,1,1,61,The gift receipt.
5,Gift Receipt,gift-receipt,1,1,62,You'd be fine if I ate it?
5,Gift Receipt,gift-receipt,1,1,63,Why would you eat it?
5,Gift Receipt,gift-receipt,1,1,64,You said you liked the gift.
5,Gift Receipt,gift-receipt,1,1,65,So you wouldn't have any qualms if I ate the gift receipt and it didn't exist anymore.
5,Gift Receipt,gift-receipt,1,1,66,Right
5,Gift Receipt,gift-receipt,1,1,67,RickRight Melissa?
5,Gift Receipt,gift-receipt,1,1,68,Uh...
5,Gift Receipt,gift-receipt,1,1,69,I don't have any qualms.
5,Gift Receipt,gift-receipt,1,1,70,You can eat it if you like.
5,Gift Receipt,gift-receipt,1,1,71,Awesome.
5,Gift Receipt,gift-receipt,1,1,72,Down the hatch bon appétit.
5,Gift Receipt,gift-receipt,1,1,73,Should we open another gift?
5,Gift Receipt,gift-receipt,1,1,74,Ye...
5,Gift Receipt,gift-receipt,1,1,75,Yes.
5,Gift Receipt,gift-receipt,1,1,76,Yes.
5,Gift Receipt,gift-receipt,1,1,77,Uh okay how about this one?
5,Gift Receipt,gift-receipt,1,1,78,I think I know what's in this one.
5,Gift Receipt,gift-receipt,1,1,79,Oh whoa!
5,Gift Receipt,gift-receipt,1,1,80,Hey!
5,Gift Receipt,gift-receipt,1,1,81,I just heard an interview of this guy!
5,Gift Receipt,gift-receipt,1,1,82,This is so interesting.
5,Gift Receipt,gift-receipt,1,1,83,Thank you.
5,Gift Receipt,gift-receipt,1,1,84,I hate to do this
5,Gift Receipt,gift-receipt,1,1,85,but I'm afraid our gracious host didn't wipe properly.
5,Gift Receipt,gift-receipt,1,1,86,What are you talking about?
5,Gift Receipt,gift-receipt,1,1,87,When you went to the bathroom earlier to do the mud pie... you must have used too small of a slice of toilet paper when you wiped and you got mud pie on your hands and then you touched the receipt and then I ate the receipt and now I'm sick off of your mud pie.
5,Gift Receipt,gift-receipt,1,1,88,What the hell are you talking about?
5,Gift Receipt,gift-receipt,1,1,89,You're probably sick 'cause you ate paper you fricking psycho.
5,Gift Receipt,gift-receipt,1,1,90,No I eat paper all the time!
5,Gift Receipt,gift-receipt,1,1,91,What I don't like to make a habit of doing is eating mud pie!
5,Gift Receipt,gift-receipt,1,1,92,Why do you even eat paper?!
5,Gift Receipt,gift-receipt,1,1,93,That doesn't even make sense!
5,Gift Receipt,gift-receipt,1,1,94,Okay you guys calm down!
5,Gift Receipt,gift-receipt,1,1,95,This is insane!
5,Gift Receipt,gift-receipt,1,1,96,There's a simple solution to this.
5,Gift Receipt,gift-receipt,1,1,97,Jacob hasn't touched my gift receipt because he likes my gift.
5,Gift Receipt,gift-receipt,1,1,98,So we just have someone else eat my gift receipt and see if they get sick.
5,Gift Receipt,gift-receipt,1,1,99,But it can't be Jacob 'cause he's gonna pretend he's not sick even if it's caked in pure shit.
5,Gift Receipt,gift-receipt,1,1,100,I'll do it.
5,Gift Receipt,gift-receipt,1,1,101,I'll eat the receipt to solve the problem.
5,Gift Receipt,gift-receipt,1,1,102,And Jacob doesn't touch it!
5,Gift Receipt,gift-receipt,1,1,103,That's right.
5,Gift Receipt,gift-receipt,1,1,104,And if Melissa gets sick then that means that paper makes you sick.
5,Gift Receipt,gift-receipt,1,1,105,But if Melissa doesn't get sick then that means Lev ate the mud pie.
5,Gift Receipt,gift-receipt,1,1,106,There is no mud pies okay?
5,Gift Receipt,gift-receipt,1,1,107,And I genuinely like the gifts.
5,Gift Receipt,gift-receipt,1,1,108,Swear to fucking God?
5,Gift Receipt,gift-receipt,1,1,109,Yes.
5,Gift Receipt,gift-receipt,1,1,110,Then let my wife eat the fucking receipt.
5,Gift Receipt,gift-receipt,1,1,111,Oka...
5,Gift Receipt,gift-receipt,1,1,112,Okay.
5,Gift Receipt,gift-receipt,1,1,113,I am now sanitizing my hands.
5,Gift Receipt,gift-receipt,1,1,114,I have not gone to the bathroom yet today.
5,Gift Receipt,gift-receipt,1,1,115,I took a shower last night after I took a piss and shit.
5,Gift Receipt,gift-receipt,1,1,116,Now... someone hand me the receipt.
5,Gift Receipt,gift-receipt,1,1,117,Jacob don't you get anywhere near that!
5,Gift Receipt,gift-receipt,1,1,118,How you doing honey?
5,Gift Receipt,gift-receipt,1,1,119,I feel... fine.
5,Gift Receipt,gift-receipt,1,1,120,Paper doesn't make you sick on its own.
5,Gift Receipt,gift-receipt,1,1,121,He used too small a piece.
5,Gift Receipt,gift-receipt,1,1,122,Lev's probably not even sick!
5,Gift Receipt,gift-receipt,1,1,123,He's probably faking it!
5,Gift Receipt,gift-receipt,1,1,124,You son of a bitch!
5,Gift Receipt,gift-receipt,1,1,125,Jacob was lying about the mud pie.
5,Gift Receipt,gift-receipt,1,1,126,And if he was lying about something as simple as grabbing too small a slice that probably means he doesn't like the gift either.
5,Gift Receipt,gift-receipt,1,1,127,Exactly!
5,Gift Receipt,gift-receipt,1,1,128,But you liked my gift right Jacob?
5,Gift Receipt,gift-receipt,1,1,129,Yes!
5,Gift Receipt,gift-receipt,1,1,130,What about Rick and Melissa's?
5,Gift Receipt,gift-receipt,1,1,131,You piece of shit!
5,Gift Receipt,gift-receipt,1,1,132,Rick!
5,Gift Receipt,gift-receipt,1,1,133,Fuck!
5,Gift Receipt,gift-receipt,1,1,134,Somebody call .
5,Gift Receipt,gift-receipt,1,1,135,Oh my God.
5,Gift Receipt,gift-receipt,1,1,136,Tell 'em to send an ambulance.
5,Gift Receipt,gift-receipt,1,1,137,Tell 'em it's...
5,Gift Receipt,gift-receipt,1,1,138,the ugly house on Kenmore.
5,Gift Receipt,gift-receipt,1,1,139,The one where you can see the KFC sign through their front window.
5,Gift Receipt,gift-receipt,1,1,140,Happy birthday...
5,Gift Receipt,gift-receipt,1,1,141,No! -...to you... Don't let Jacob touch that!
5,Gift Receipt,gift-receipt,1,1,142,Everybody let's get out of here.
5,Gift Receipt,gift-receipt,1,1,143,This place is covered head-to-toe in shit.
5,Gift Receipt,gift-receipt,1,1,144,All you had to do... was like the gift... and not have a big old mud pie on the bottom of your butt.
5,Gift Receipt,gift-receipt,1,1,145,It's not a big deal.
5,Gift Receipt,gift-receipt,1,1,146,You had a big mud pie you had too small of a slice then I ate the mud pie now my stomach's absolutely fucked.
5,Gift Receipt,gift-receipt,1,1,147,Shouldn't have had such a sloppy mud pie.
5,Gift Receipt,gift-receipt,1,1,148,Get off me man.
5,Gift Receipt,gift-receipt,1,1,149,Fine!
5,Gift Receipt,gift-receipt,1,1,150,Nobody likes your house anyway.
5,Gift Receipt,gift-receipt,1,1,151,You should know...
5,Gift Receipt,gift-receipt,1,1,152,your wife kissed me on the cheek when I got here.
5,Gift Receipt,gift-receipt,1,1,153,Now look at you... all alone.
5,Gift Receipt,gift-receipt,1,1,154,Everybody's going to party at my house.
5,Gift Receipt,gift-receipt,1,1,155,Happy birthday Jacob.
5,Gift Receipt,gift-receipt,1,1,156,I just...
5,Gift Receipt,gift-receipt,1,1,157,I was just trying not to use a ton of paper towel.
5,Gift Receipt,gift-receipt,1,1,158,I just hope Lev's all right.
5,Gift Receipt,gift-receipt,1,1,159,Okay you guys I've got Lev in my car so just follow us.
5,Gift Receipt,gift-receipt,1,1,160,Lev what's your address?
6,Biker Guy,biker-guy,1,2,1,Ohhh!
6,Biker Guy,biker-guy,1,2,2,Whoa!
6,Biker Guy,biker-guy,1,2,3,That's a nice motorcycle.
6,Biker Guy,biker-guy,1,2,4,All right!
6,Biker Guy,biker-guy,1,2,5,Wow!
6,Biker Guy,biker-guy,1,2,6,Beautiful motorcycle!
6,Biker Guy,biker-guy,1,2,7,Yes!
6,Biker Guy,biker-guy,1,2,8,Yeah!
6,Biker Guy,biker-guy,1,2,9,Motorcycle with no motor?
6,Biker Guy,biker-guy,1,2,10,Okay!
6,Biker Guy,biker-guy,1,2,11,What the heck?
6,Biker Guy,biker-guy,1,2,12,Two motorcycles with a little house in the middle?
6,Biker Guy,biker-guy,1,2,13,Wow dude!
6,Biker Guy,biker-guy,1,2,14,Wow!
6,Biker Guy,biker-guy,1,2,15,Well?
6,Biker Guy,biker-guy,1,2,16,Yeah
6,Biker Guy,biker-guy,1,2,17,guys... there's motorcycles.
6,Biker Guy,biker-guy,1,2,18,Yeah!
6,Biker Guy,biker-guy,1,2,19,And there's a lot of other stuff too.
6,Biker Guy,biker-guy,1,2,20,There it is.
6,Biker Guy,biker-guy,1,2,21,It's got a...
6,Biker Guy,biker-guy,1,2,22,It's got a little house in it.
6,Biker Guy,biker-guy,1,2,23,Come on it's got a little house in it.
6,Biker Guy,biker-guy,1,2,24,Yeah!
6,Biker Guy,biker-guy,1,2,25,Yeah!
6,Biker Guy,biker-guy,1,2,26,Yes!
7,River Mountain High #1,river-mountain-high-1,1,2,1,"River Mountain High is sponsored by TC Topps TC Tuggers Shirts, the only shirt with a tugging knob."
7,River Mountain High #1,river-mountain-high-1,1,2,2,Hey.
7,River Mountain High #1,river-mountain-high-1,1,2,3,Am I seeing you tonight?
7,River Mountain High #1,river-mountain-high-1,1,2,4,I don't know Brandon.
7,River Mountain High #1,river-mountain-high-1,1,2,5,I shouldn't even be talking to you.
7,River Mountain High #1,river-mountain-high-1,1,2,6,What's going on?
7,River Mountain High #1,river-mountain-high-1,1,2,7,You've been avoiding me all week.
7,River Mountain High #1,river-mountain-high-1,1,2,8,You're hiding something.
7,River Mountain High #1,river-mountain-high-1,1,2,9,What happened that night with Riley?
7,River Mountain High #1,river-mountain-high-1,1,2,10,Look I told you we got in a fight
7,River Mountain High #1,river-mountain-high-1,1,2,11,and she stormed off.
7,River Mountain High #1,river-mountain-high-1,1,2,12,That was the last I saw of her.
7,River Mountain High #1,river-mountain-high-1,1,2,13,Then why did Tyler see her in your car at 2 a.m.?
