sketch_id,sketch_name,season,episode,sentence_index,sentence_text,sentiment_label,sentiment_score
3,Baby of the Year,1,1,2,Look at their folds.,neutral,0.9472240805625916
3,Baby of the Year,1,1,3,Look at their rummy bummy tummies.,neutral,0.8056093454360962
3,Baby of the Year,1,1,4,Heads are round Bellies are squishy.,neutral,0.940669059753418
3,Baby of the Year,1,1,5,Look at their toes.,neutral,0.9402874708175659
3,Baby of the Year,1,1,6,Like so many curled canned shrimp.,neutral,0.9423179030418396
3,Baby of the Year,1,1,7,Are they ticklish?,neutral,0.4811347723007202
3,Baby of the Year,1,1,8,Are they jigglish?,neutral,0.4926054775714874
3,Baby of the Year,1,1,9,Can they be tricked?,curiosity,0.5101256370544434
3,Baby of the Year,1,1,10,Can they be chucked?,neutral,0.581328272819519
3,Baby of the Year,1,1,11,Which ones will move?,curiosity,0.5171940326690674
3,Baby of the Year,1,1,12,Which ones will talk?,curiosity,0.5167746543884277
3,Baby of the Year,1,1,13,"But more important, which ones can dance?",curiosity,0.5951866507530212
3,Baby of the Year,1,1,14,Oh who will be Baby of the Year?,curiosity,0.7679813504219055
3,Baby of the Year,1,1,15,Thank you.,gratitude,0.98997563123703
3,Baby of the Year,1,1,16,Welcome back.,gratitude,0.49027755856513977
3,Baby of the Year,1,1,17,It's been a grueling three months but we've narrowed it down to three chubby little babies.,neutral,0.6594728231430054
3,Baby of the Year,1,1,18,"From Salisbury North Carolina, Michael Patrick Porkins.",neutral,0.9699832201004028
3,Baby of the Year,1,1,19,"From Luverne North Dakota, little Taffy Lee Fubbins.",neutral,0.969176709651947
3,Baby of the Year,1,1,20,"And the bad boy of the competition, Bart Harley Jarvis.",neutral,0.9348622560501099
3,Baby of the Year,1,1,21,Fuck you Harley Jarvis!,anger,0.7738250494003296
3,Baby of the Year,1,1,22,Fuck you Harley Jarvis!,anger,0.7738250494003296
3,Baby of the Year,1,1,23,Get her out!,neutral,0.5497308373451233
3,Baby of the Year,1,1,24,Goddamn it!,anger,0.6864485740661621
3,Baby of the Year,1,1,25,Judges do you need any more information to help with your decision?,curiosity,0.6788102388381958
3,Baby of the Year,1,1,26,I have firmly made up my mind.,approval,0.7648964524269104
3,Baby of the Year,1,1,27,I would like more information.,desire,0.5922210812568665
3,Baby of the Year,1,1,28,I'm a wreck right now.,sadness,0.31111979484558105
3,Baby of the Year,1,1,29,I understand.,approval,0.713153600692749
3,Baby of the Year,1,1,30,This is a hard decision.,neutral,0.4737318158149719
3,Baby of the Year,1,1,31,Let's hear once again from the babies' pediatrician.,neutral,0.9653909206390381
3,Baby of the Year,1,1,32,Baby Porkins is 99th percentile in weight and 10th percentile in height.,neutral,0.9387805461883545
3,Baby of the Year,1,1,33,We got a certified chode on our hands.,neutral,0.9112216234207153
3,Baby of the Year,1,1,34,Little tuna can.,neutral,0.9677704572677612
3,Baby of the Year,1,1,35,Baby Fubbins is also 90th percentile in weight.,neutral,0.9530248045921326
3,Baby of the Year,1,1,36,Ooh!,neutral,0.40212491154670715
3,Baby of the Year,1,1,37,Another chode.,neutral,0.9641388654708862
3,Baby of the Year,1,1,38,Mr. Jarvis is one of the most aggressive babies I've ever met.,admiration,0.8493177890777588
3,Baby of the Year,1,1,39,He has a massive underbite and completely flat back of the head.,neutral,0.948825478553772
3,Baby of the Year,1,1,40,I hope you fucking die Harley Jarvis!,optimism,0.4887275695800781
3,Baby of the Year,1,1,41,Get... him... out of here!,neutral,0.5488146543502808
3,Baby of the Year,1,1,42,I'm honestly done.,approval,0.8432103991508484
3,Baby of the Year,1,1,43,I don't want to read anymore.,disapproval,0.640705943107605
3,Baby of the Year,1,1,44,Yeah.,neutral,0.5529206991195679
3,Baby of the Year,1,1,45,Don't let it ruin your day okay?,caring,0.799676239490509
3,Baby of the Year,1,1,46,You're still a great doctor.,admiration,0.9490938782691956
3,Baby of the Year,1,1,47,All right judges do you need more time?,curiosity,0.6829850673675537
3,Baby of the Year,1,1,48,It's Porkins by a mile.,neutral,0.9640783667564392
3,Baby of the Year,1,1,49,The button nose the apple cheeks...,neutral,0.9679927825927734
3,Baby of the Year,1,1,50,He's the best baby.,admiration,0.9434545040130615
3,Baby of the Year,1,1,51,If Taffy Lee Fubbins isn't the Best Baby of the Year I'll kill myself on live TV.,neutral,0.1558414250612259
3,Baby of the Year,1,1,52,Stop saying that.,annoyance,0.33674389123916626
3,Baby of the Year,1,1,53,All right that...,approval,0.5059869289398193
3,Baby of the Year,1,1,54,That's it.,neutral,0.5897056460380554
3,Baby of the Year,1,1,55,I have to get this off my chest.,neutral,0.8649955987930298
3,Baby of the Year,1,1,56,"""Earlier today when I was waiting to use the private bathroom I witnessed Michael Patrick Porkins' father performing oral on the mystery judge of the competition.""",neutral,0.8708891272544861
3,Baby of the Year,1,1,57,"""I've been conflicted about whether to say anything because I feel like Michael Patrick Porkins could win it even without the oral.",confusion,0.5979506373405457
3,Baby of the Year,1,1,58,"His father didn't need to do the oral.""",neutral,0.8969519734382629
3,Baby of the Year,1,1,59,And that is why this is so tough... for me to tell about the oral.,neutral,0.3884938359260559
3,Baby of the Year,1,1,60,Oh man that's a bummer.,disappointment,0.817590057849884
3,Baby of the Year,1,1,61,Might fuck this whole thing up.,anger,0.8317537903785706
3,Baby of the Year,1,1,62,While the judges make their decision let's watch our In Memoriam segment.,neutral,0.8594574332237244
3,Baby of the Year,1,1,63,Oh no.,surprise,0.2846806049346924
3,Baby of the Year,1,1,64,Calm down they're old ones.,caring,0.6039506793022156
3,Baby of the Year,1,1,65,They don't stay babies forever idiot.,annoyance,0.5693631172180176
3,Baby of the Year,1,1,66,Fucking stupid asshole.,anger,0.82396000623703
3,Baby of the Year,1,1,67,Little Denny Doo Dinkins respiratory failure.,sadness,0.6811079978942871
3,Baby of the Year,1,1,68,Shirley Cratsworth Shane car crash.,neutral,0.7353004813194275
3,Baby of the Year,1,1,69,In Memoriams don't usually include how they died.,neutral,0.7664492726325989
3,Baby of the Year,1,1,70,Shut up.,anger,0.8150625824928284
3,Baby of the Year,1,1,71,Little Jeffy Jeremy throat slashed.,neutral,0.7158519625663757
3,Baby of the Year,1,1,72,God.,neutral,0.9485206007957458
3,Baby of the Year,1,1,73,Someone get her!,neutral,0.8828131556510925
3,Baby of the Year,1,1,74,She's trying to get Jarvis!,neutral,0.9643919467926025
3,Baby of the Year,1,1,75,All right you know what?,neutral,0.4693079888820648
3,Baby of the Year,1,1,76,This is dumb.,annoyance,0.6655307412147522
3,Baby of the Year,1,1,77,Dump it.,neutral,0.9565963745117188
3,Baby of the Year,1,1,78,Trashit.,neutral,0.9184247851371765
3,Baby of the Year,1,1,79,This one's garbage.,neutral,0.6467338800430298
3,Baby of the Year,1,1,80,Tiny Dinky Daffy pancaked by drunk dump truck driver.,neutral,0.9105268120765686
4,Instagram,1,1,1,Let me see it.,neutral,0.9557350873947144
4,Instagram,1,1,2,Oh yeah,neutral,0.7214208245277405
4,Instagram,1,1,3,that's good.,admiration,0.925216019153595
4,Instagram,1,1,4,That's great.,admiration,0.9506524801254272
4,Instagram,1,1,5,Thank you.,gratitude,0.98997563123703
4,Instagram,1,1,6,Thank you.,gratitude,0.98997563123703
4,Instagram,1,1,7,Is it cute?,curiosity,0.702968418598175
4,Instagram,1,1,8,Yeah so cute.,admiration,0.9466040134429932
4,Instagram,1,1,9,Send it to me.,neutral,0.9493656158447266
4,Instagram,1,1,10,Me too.,neutral,0.8675404787063599
4,Instagram,1,1,11,Yeah okay.,approval,0.750248908996582
4,Instagram,1,1,12,Sending now.,neutral,0.9632183313369751
4,Instagram,1,1,13,Okay.,approval,0.7066349983215332
4,Instagram,1,1,14,Look what I just posted.,neutral,0.7084834575653076
4,Instagram,1,1,15,"""Brunch with these two dumdums.""",neutral,0.669370174407959
4,Instagram,1,1,16,Oh my gosh so good.,admiration,0.858441174030304
4,Instagram,1,1,17,"Is this goodI said ""Sunday funday with these idiots.""",annoyance,0.4844846725463867
4,Instagram,1,1,18,Yeah that's good.,admiration,0.8771834373474121
4,Instagram,1,1,19,That's great.,admiration,0.9506524801254272
4,Instagram,1,1,20,So cute.,admiration,0.9474499225616455
4,Instagram,1,1,21,So cute.,admiration,0.9474499225616455
4,Instagram,1,1,22,Okay okay,approval,0.7360839247703552
4,Instagram,1,1,23,so cute.,admiration,0.9502143263816833
4,Instagram,1,1,24,Look what I just posted.,neutral,0.7084834575653076
4,Instagram,1,1,25,"""Eating crap with these sacks of shit.",disgust,0.4389546513557434
4,Instagram,1,1,26,"If they died tomorrow no one would shed a tear.""",neutral,0.8921347260475159
4,Instagram,1,1,27,So cute?,admiration,0.9217148423194885
4,Instagram,1,1,28,Wait what the hell?,anger,0.7908780574798584
4,Instagram,1,1,29,Well you called me a dumdum,neutral,0.9489900469779968
4,Instagram,1,1,30,and she called me an idiot so...,annoyance,0.6145681738853455
4,Instagram,1,1,31,Yeah when you post a pic of yourself where you look really cute then you have to say something self-deprecating so it doesn't look like you're just bragging.,admiration,0.33853501081466675
4,Instagram,1,1,32,Oh!,neutral,0.4955403506755829
4,Instagram,1,1,33,Okay... got it.,approval,0.7024590373039246
4,Instagram,1,1,34,Sorry.,remorse,0.7959823608398438
4,Instagram,1,1,35,Yeah.,neutral,0.5529206991195679
4,Instagram,1,1,36,All right this is good.,admiration,0.6549464464187622
4,Instagram,1,1,37,Okay.,approval,0.7066349983215332
4,Instagram,1,1,38,"""Slapping down some pig shit with these fat fucks and I'm the fattest of them all.",neutral,0.41815972328186035
4,Instagram,1,1,39,If I died tomorrow no one would shed a tear.,neutral,0.5637107491493225
4,Instagram,1,1,40,Load my fricking lard carcass into the mud.,neutral,0.8241554498672485
4,Instagram,1,1,41,"No coffin please just wet wet mud... bae.""",neutral,0.9144138097763062
4,Instagram,1,1,42,Jesus Brenda...,neutral,0.9668976664543152
4,Instagram,1,1,43,You called me a dumdum.,neutral,0.952161431312561
4,Instagram,1,1,44,Right it's like a term of endearment.,approval,0.5759983062744141
4,Instagram,1,1,45,Okay.,approval,0.7066349983215332
4,Instagram,1,1,46,All right.,approval,0.7444746494293213
4,Instagram,1,1,47,I got you.,neutral,0.48836997151374817
4,Instagram,1,1,48,Okay.,approval,0.7066349983215332
4,Instagram,1,1,49,Okay.,approval,0.7066349983215332
4,Instagram,1,1,50,"""Gulping down some pig dicks with these bags of meat.",neutral,0.951228678226471
4,Instagram,1,1,51,Sunday funday with these pig dicks.,neutral,0.9017344117164612
4,Instagram,1,1,52,"Hope nobody gulps us.""",optimism,0.8412173986434937
4,Instagram,1,1,53,So are we the pig dicks or the bags of meat?,curiosity,0.5279407501220703
4,Instagram,1,1,54,Let me try another.,neutral,0.943574845790863
4,Instagram,1,1,55,"""Slurping down fish piss with these wet chodes.",neutral,0.9590360522270203
4,Instagram,1,1,56,Total tuna cans.,neutral,0.9682504534721375
4,Instagram,1,1,57,Put a bullet in their fucking brains and leave their wet bodies on the side of the road.,anger,0.5237820148468018
4,Instagram,1,1,58,"Boo caught me sleeping.""",neutral,0.9561032652854919
4,Instagram,1,1,59,You're not sleeping.,neutral,0.8024514317512512
4,Instagram,1,1,60,Okay let me try another one.,neutral,0.745919942855835
4,Instagram,1,1,61,Okay.,approval,0.7066349983215332
4,Instagram,1,1,62,"""Sitting here with two bona fide pieces of hog shit.""",neutral,0.8849175572395325
4,Instagram,1,1,63,No. Basically the same thing.,neutral,0.49045678973197937
4,Instagram,1,1,64,"""They're mad 'cause I won Best Hog at the hog shit snarfing contest but I'm not mad 'cause we're all loads of beef sitting on the side of a highway getting our butts sucked by flies.""",neutral,0.828046441078186
4,Instagram,1,1,65,I tagged you both in that.,neutral,0.8514333367347717
4,Instagram,1,1,66,Why?,neutral,0.44110721349716187
4,Instagram,1,1,67,Why are you guys bullying me?,curiosity,0.48626431822776794
5,Gift Receipt,1,1,1,Maybe I'll go for this.,neutral,0.5133752822875977
5,Gift Receipt,1,1,2,That could be a good one.,admiration,0.485442578792572
5,Gift Receipt,1,1,3,Is this you?,curiosity,0.5705863237380981
5,Gift Receipt,1,1,4,Yeah.,neutral,0.5529206991195679
5,Gift Receipt,1,1,5,Oh my...,surprise,0.7784873843193054
5,Gift Receipt,1,1,6,This is perfect.,admiration,0.8384871482849121
5,Gift Receipt,1,1,7,Babe we were just talking about how we needed a new salt and pepper shaker set.,neutral,0.8952553272247314
5,Gift Receipt,1,1,8,Remember this?,neutral,0.5182437300682068
5,Gift Receipt,1,1,9,Thank you.,gratitude,0.98997563123703
5,Gift Receipt,1,1,10,This is incredible.,admiration,0.9518756866455078
5,Gift Receipt,1,1,11,I'm so glad you like it.,joy,0.8479403853416443
5,Gift Receipt,1,1,12,There's a gift receipt in case you want to get something that's...,neutral,0.9286629557609558
5,Gift Receipt,1,1,13,Won't need it 'cause this is perfect.,admiration,0.3545762002468109
5,Gift Receipt,1,1,14,Thank you.,gratitude,0.98997563123703
5,Gift Receipt,1,1,15,Happy birthday.,excitement,0.5704385042190552
5,Gift Receipt,1,1,16,Thank you.,gratitude,0.98997563123703
5,Gift Receipt,1,1,17,That one's mine.,neutral,0.9122278094291687
5,Gift Receipt,1,1,18,I forgot to put my name on it.,neutral,0.6073322892189026
5,Gift Receipt,1,1,19,Cool all right.,approval,0.3903290033340454
5,Gift Receipt,1,1,20,Cool.,admiration,0.4233327805995941
5,Gift Receipt,1,1,21,Yeah it's a wreath.,neutral,0.629587709903717
5,Gift Receipt,1,1,22,The guy at the store said he has the same one.,neutral,0.9514676928520203
5,Gift Receipt,1,1,23,He said it works great.,admiration,0.8982732892036438
5,Gift Receipt,1,1,24,Thank you so much Lev.,gratitude,0.9903950095176697
5,Gift Receipt,1,1,25,Yeah there's a gift receipt in there if you want to exchange it for something that's more you.,neutral,0.8201712369918823
5,Gift Receipt,1,1,26,Okay cool.,approval,0.6716476082801819
5,Gift Receipt,1,1,27,Thanks.,gratitude,0.9890905022621155
5,Gift Receipt,1,1,28,But you like it?,curiosity,0.5155516266822815
5,Gift Receipt,1,1,29,I like it Lev.,love,0.8919776082038879
5,Gift Receipt,1,1,30,Great.,admiration,0.943250298500061
5,Gift Receipt,1,1,31,Then give me back the receipt.,neutral,0.954524576663971
5,Gift Receipt,1,1,32,What?,neutral,0.5953516960144043
5,Gift Receipt,1,1,33,Prove it.,neutral,0.962977945804596
5,Gift Receipt,1,1,34,You said you like it.,neutral,0.9154945611953735
5,Gift Receipt,1,1,35,Give me back the gift receipt.,neutral,0.9522746205329895
5,Gift Receipt,1,1,36,You don't need it anymore.,disapproval,0.5528398156166077
5,Gift Receipt,1,1,37,Lev he likes the gift.,neutral,0.8364125490188599
5,Gift Receipt,1,1,38,Then he doesn't need the gift receipt.,neutral,0.840370774269104
5,Gift Receipt,1,1,39,I'm just gonna put all this stuff together in the same pile over here if that's cool?,neutral,0.4624617099761963
5,Gift Receipt,1,1,40,Okay.,approval,0.7066349983215332
5,Gift Receipt,1,1,41,Ooh!,neutral,0.40212491154670715
5,Gift Receipt,1,1,42,I think I know who this is from.,neutral,0.5055642127990723
5,Gift Receipt,1,1,43,If you love it as much as you say you do and as much as you have been saying... then it shouldn't be a problem if I take the receipt back.,love,0.457467257976532
5,Gift Receipt,1,1,44,Okay.,approval,0.7066349983215332
5,Gift Receipt,1,1,45,Yeah.,neutral,0.5529206991195679
5,Gift Receipt,1,1,46,Here you go.,neutral,0.9537239670753479
5,Gift Receipt,1,1,47,Jesus.,neutral,0.9579524993896484
5,Gift Receipt,1,1,48,Glad you like it.,joy,0.7904523611068726
5,Gift Receipt,1,1,49,Happy birthday.,excitement,0.5704385042190552
5,Gift Receipt,1,1,50,Thanks.,gratitude,0.9890905022621155
5,Gift Receipt,1,1,51,Um let... Let me open...,neutral,0.9580600261688232
5,Gift Receipt,1,1,52,Who...?,neutral,0.6800521016120911
5,Gift Receipt,1,1,53,Oh that one's ours.,neutral,0.48179754614830017
5,Gift Receipt,1,1,54,All right.,approval,0.7444746494293213
5,Gift Receipt,1,1,55,"Are you serious, Firefighter pugs?",curiosity,0.591027021408081
5,Gift Receipt,1,1,56,Honey we got to put this up on our fridge.,neutral,0.8050026297569275
5,Gift Receipt,1,1,57,This is incredible!,admiration,0.9437689185142517
5,Gift Receipt,1,1,58,We just thought it was cute.,admiration,0.6958243250846863
5,Gift Receipt,1,1,59,And you'd be fine if I ate it?,neutral,0.5851560831069946
5,Gift Receipt,1,1,60,Huh?,neutral,0.5914807319641113
5,Gift Receipt,1,1,61,The gift receipt.,neutral,0.964381754398346
5,Gift Receipt,1,1,62,You'd be fine if I ate it?,neutral,0.5257518887519836
5,Gift Receipt,1,1,63,Why would you eat it?,curiosity,0.5812095403671265
5,Gift Receipt,1,1,64,You said you liked the gift.,neutral,0.9454870820045471
5,Gift Receipt,1,1,65,So you wouldn't have any qualms if I ate the gift receipt and it didn't exist anymore.,neutral,0.9356406927108765
5,Gift Receipt,1,1,66,Right,neutral,0.6923147439956665
5,Gift Receipt,1,1,67,RickRight Melissa?,neutral,0.8745946288108826
5,Gift Receipt,1,1,68,Uh...,neutral,0.9622122645378113
5,Gift Receipt,1,1,69,I don't have any qualms.,approval,0.6888378262519836
5,Gift Receipt,1,1,70,You can eat it if you like.,neutral,0.6939370632171631
5,Gift Receipt,1,1,71,Awesome.,admiration,0.9454123377799988
5,Gift Receipt,1,1,72,Down the hatch bon appétit.,neutral,0.9526041150093079
5,Gift Receipt,1,1,73,Should we open another gift?,curiosity,0.6554247140884399
5,Gift Receipt,1,1,74,Ye...,neutral,0.9673718810081482
5,Gift Receipt,1,1,75,Yes.,approval,0.5027547478675842
5,Gift Receipt,1,1,76,Yes.,approval,0.5027547478675842
5,Gift Receipt,1,1,77,Uh okay how about this one?,neutral,0.482950359582901
5,Gift Receipt,1,1,78,I think I know what's in this one.,neutral,0.43111613392829895
5,Gift Receipt,1,1,79,Oh whoa!,surprise,0.5194529891014099
5,Gift Receipt,1,1,80,Hey!,neutral,0.8101450204849243
5,Gift Receipt,1,1,81,I just heard an interview of this guy!,neutral,0.5893385410308838
5,Gift Receipt,1,1,82,This is so interesting.,curiosity,0.36727237701416016
5,Gift Receipt,1,1,83,Thank you.,gratitude,0.98997563123703
5,Gift Receipt,1,1,84,I hate to do this,anger,0.7953154444694519
5,Gift Receipt,1,1,85,but I'm afraid our gracious host didn't wipe properly.,fear,0.8737874627113342
5,Gift Receipt,1,1,86,What are you talking about?,curiosity,0.5201596617698669
5,Gift Receipt,1,1,87,When you went to the bathroom earlier to do the mud pie... you must have used too small of a slice of toilet paper when you wiped and you got mud pie on your hands and then you touched the receipt and then I ate the receipt and now I'm sick off of your mud pie.,neutral,0.7851306200027466
5,Gift Receipt,1,1,88,What the hell are you talking about?,anger,0.7939004898071289
5,Gift Receipt,1,1,89,You're probably sick 'cause you ate paper you fricking psycho.,annoyance,0.31954464316368103
5,Gift Receipt,1,1,90,No I eat paper all the time!,neutral,0.4727969765663147
5,Gift Receipt,1,1,91,What I don't like to make a habit of doing is eating mud pie!,disapproval,0.7333630323410034
5,Gift Receipt,1,1,92,Why do you even eat paper?!,curiosity,0.484829306602478
5,Gift Receipt,1,1,93,That doesn't even make sense!,annoyance,0.6852335333824158
5,Gift Receipt,1,1,94,Okay you guys calm down!,neutral,0.3867812752723694
5,Gift Receipt,1,1,95,This is insane!,neutral,0.2869776785373688
5,Gift Receipt,1,1,96,There's a simple solution to this.,neutral,0.5440706014633179
5,Gift Receipt,1,1,97,Jacob hasn't touched my gift receipt because he likes my gift.,neutral,0.7732914090156555
5,Gift Receipt,1,1,98,So we just have someone else eat my gift receipt and see if they get sick.,neutral,0.9354996085166931
5,Gift Receipt,1,1,99,But it can't be Jacob 'cause he's gonna pretend he's not sick even if it's caked in pure shit.,neutral,0.6359348893165588
5,Gift Receipt,1,1,100,I'll do it.,optimism,0.5774396061897278
5,Gift Receipt,1,1,101,I'll eat the receipt to solve the problem.,neutral,0.7909826040267944
5,Gift Receipt,1,1,102,And Jacob doesn't touch it!,neutral,0.9601644277572632
5,Gift Receipt,1,1,103,That's right.,approval,0.8369640707969666
5,Gift Receipt,1,1,104,And if Melissa gets sick then that means that paper makes you sick.,neutral,0.6839649081230164
5,Gift Receipt,1,1,105,But if Melissa doesn't get sick then that means Lev ate the mud pie.,neutral,0.9257932305335999
5,Gift Receipt,1,1,106,There is no mud pies okay?,confusion,0.6152250170707703
5,Gift Receipt,1,1,107,And I genuinely like the gifts.,love,0.8774753212928772
5,Gift Receipt,1,1,108,Swear to fucking God?,anger,0.47515392303466797
5,Gift Receipt,1,1,109,Yes.,approval,0.5027547478675842
5,Gift Receipt,1,1,110,Then let my wife eat the fucking receipt.,anger,0.6396784782409668
5,Gift Receipt,1,1,111,Oka...,neutral,0.9041420221328735
5,Gift Receipt,1,1,112,Okay.,approval,0.7066349983215332
5,Gift Receipt,1,1,113,I am now sanitizing my hands.,neutral,0.8672369718551636
5,Gift Receipt,1,1,114,I have not gone to the bathroom yet today.,neutral,0.738457977771759
5,Gift Receipt,1,1,115,I took a shower last night after I took a piss and shit.,neutral,0.4781925678253174
5,Gift Receipt,1,1,116,Now... someone hand me the receipt.,neutral,0.9355344176292419
5,Gift Receipt,1,1,117,Jacob don't you get anywhere near that!,neutral,0.566559374332428
5,Gift Receipt,1,1,118,How you doing honey?,curiosity,0.6368016600608826
5,Gift Receipt,1,1,119,I feel... fine.,approval,0.7938893437385559
5,Gift Receipt,1,1,120,Paper doesn't make you sick on its own.,neutral,0.7220984101295471
5,Gift Receipt,1,1,121,He used too small a piece.,neutral,0.9635465145111084
5,Gift Receipt,1,1,122,Lev's probably not even sick!,neutral,0.926662027835846
5,Gift Receipt,1,1,123,He's probably faking it!,neutral,0.8874107003211975
5,Gift Receipt,1,1,124,You son of a bitch!,anger,0.8130240440368652
5,Gift Receipt,1,1,125,Jacob was lying about the mud pie.,neutral,0.9492533802986145
5,Gift Receipt,1,1,126,And if he was lying about something as simple as grabbing too small a slice that probably means he doesn't like the gift either.,neutral,0.8149077296257019
5,Gift Receipt,1,1,127,Exactly!,approval,0.875623345375061
5,Gift Receipt,1,1,128,But you liked my gift right Jacob?,curiosity,0.5980355143547058
5,Gift Receipt,1,1,129,Yes!,excitement,0.39286908507347107
5,Gift Receipt,1,1,130,What about Rick and Melissa's?,curiosity,0.5922988653182983
5,Gift Receipt,1,1,131,You piece of shit!,anger,0.6688501834869385
5,Gift Receipt,1,1,132,Rick!,neutral,0.9602857828140259
5,Gift Receipt,1,1,133,Fuck!,anger,0.7782219648361206
5,Gift Receipt,1,1,134,Somebody call .,neutral,0.9691183567047119
5,Gift Receipt,1,1,135,Oh my God.,surprise,0.7826775908470154
5,Gift Receipt,1,1,136,Tell 'em to send an ambulance.,neutral,0.942293107509613
5,Gift Receipt,1,1,137,Tell 'em it's...,neutral,0.9472572207450867
5,Gift Receipt,1,1,138,the ugly house on Kenmore.,disgust,0.49890580773353577
5,Gift Receipt,1,1,139,The one where you can see the KFC sign through their front window.,neutral,0.9548497200012207
5,Gift Receipt,1,1,140,Happy birthday...,excitement,0.5817604660987854
5,Gift Receipt,1,1,141,No! -...to you... Don't let Jacob touch that!,neutral,0.8974921703338623
5,Gift Receipt,1,1,142,Everybody let's get out of here.,neutral,0.9402230381965637
5,Gift Receipt,1,1,143,This place is covered head-to-toe in shit.,annoyance,0.4903828203678131
5,Gift Receipt,1,1,144,All you had to do... was like the gift... and not have a big old mud pie on the bottom of your butt.,neutral,0.9004805088043213
